sku,status,folder,all_tags
IWC-008,need_photos,NeedMorePhotos/IWC/Portugieser Perpetual Calendar/Portugieser Perpetual Calendar Black Rose Gold Leather Strap,IWC;Portugieser Perpetual Calendar;Men;Black;Rose Gold;Strap;Leather;Perpetual Calendar;Oversized (44mm+)
JLC-012,need_photos,NeedMorePhotos/Jaeger-LeCoultre/Master Ultra Thin Perpetual Calendar/Master Ultra Thin Perpetual Calendar Silver Steel Leather Strap,Jaeger-LeCoultre;Master Ultra Thin Perpetual Calendar;Men;Silver;Stainless Steel;Strap;Leather;Perpetual Calendar;Standard (37-40mm)
OMG-024,need_photos,NeedMorePhotos/Omega/Seamaster/Omega Two-Tone Bracelet Clasp,Omega;Seamaster;Men;?;Two-Tone;Bracelet;Steel And Gold
OMG-025,need_photos,NeedMorePhotos/Omega/Seamaster Planet Ocean/Seamaster Planet Ocean Chronograph Steel,Omega;Seamaster Planet Ocean;Men;Black;Stainless Steel;Strap;Steel;Ceramic Bezel;Chronograph;Oversized (44mm+)
PP-023,need_photos,NeedMorePhotos/Patek Philippe/Aquanaut/Aquanaut Blue Dial Rose Gold Diamond Bezel Rubber Strap,Patek Philippe;Aquanaut;Unisex;Blue;Diamond Markers;Rose Gold;Strap;Rubber;Diamond Bezel;Diver;Diamond-Set;Standard (37-40mm)
PP-024,need_photos,NeedMorePhotos/Patek Philippe/Calatrava/Calatrava Yellow Gold Brick Bracelet Open Caseback,Patek Philippe;Calatrava;Men;?;Yellowgold;Bracelet;Standard (37-40mm)
PP-025,need_photos,NeedMorePhotos/Patek Philippe/Complications/Complications Annual Calendar Moonphase Black Dial Rose Gold Leather Strap,Patek Philippe;Complications;Men;Black;Rose Gold;Strap;Leather;Moonphase;Annual Calendar;Standard (37-40mm)
PP-026,need_photos,NeedMorePhotos/Patek Philippe/Complications/Complications Annual Calendar Moonphase Green Dial Rose Gold Leather Strap,Patek Philippe;Complications;Men;Green;Rose Gold;Strap;Leather;Moonphase;Annual Calendar;Standard (37-40mm)
PP-027,need_photos,NeedMorePhotos/Patek Philippe/Complications/Complications Moonphase Blue Dial White Gold Leather Strap,Patek Philippe;Complications;Men;Blue;White Gold;Strap;Leather;Moonphase;Standard (37-40mm)
PP-028,need_photos,NeedMorePhotos/Patek Philippe/Nautilus/Nautilus Annual Calendar Moonphase Steel Bracelet,Patek Philippe;Nautilus;Men;Blue;Stainless Steel;Bracelet;Steel;Moonphase;Annual Calendar;Integrated Bracelet Sport;Standard (37-40mm)
PP-029,need_photos,NeedMorePhotos/Patek Philippe/Nautilus/Nautilus Blue Dial Rose Gold Leather Strap,Patek Philippe;Nautilus;Men;Blue;Rose Gold;Strap;Leather;Integrated Bracelet Sport;Standard (37-40mm)
RM-052,need_photos,NeedMorePhotos/Richard Mille/RM 027/RM 027 Tourbillon Skeleton Black Case Rubber Strap,Richard Mille;RM 027;Men;Skeleton;Ceramic;Strap;Rubber;Tourbillon;Oversized (44mm+)
RM-053,need_photos,NeedMorePhotos/Richard Mille/RM 35-02/RM 35-02 Rafael Nadal Skeleton Carbon Red Rubber,Richard Mille;RM 35-02;Men;Skeleton;Carbon;Strap;Rubber;Oversized (44mm+)
RM-054,need_photos,NeedMorePhotos/Richard Mille/RM 12-01/RM Tourbillon Sapphire Crystal Transparent Case Rubber Strap,Richard Mille;RM 12-01;Men;Skeleton;Sapphire Crystal;Strap;Rubber;Tourbillon;Oversized (44mm+)
RM-055,need_photos,NeedMorePhotos/Richard Mille/RM 011/Richard Mille Flyback Chronograph Rose Gold Diamond And Titanium Skeleton,Richard Mille;RM 011;Men;Skeleton;Diamond Markers;Rose Gold;Strap;Rubber;Diamond Bezel;Chronograph;Diamond-Set;Oversized (44mm+)
RM-056,need_photos,NeedMorePhotos/Richard Mille/RM 052/Richard Mille Skeleton Rose Gold Diamond Set Black Rubber Strap,Richard Mille;RM 052;Men;Skeleton;Diamond Markers;Rose Gold;Strap;Rubber;Diamond Bezel;Diamond-Set;Large (41-43mm)
RM-057,need_photos,NeedMorePhotos/Richard Mille/RM 056/Sapphire Tourbillon Skeleton White Rubber Strap,Richard Mille;RM 056;Men;Skeleton;Sapphire Crystal;Strap;Rubber;Tourbillon;Oversized (44mm+)
